GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
201505220063,2015-05-22,"Canada","Montreal","Unknown",0,,,,,0,1,Business,,,North America,Bombing/Explosion,Unarmed Assault,,Explosives/Bombs/Dynamite,Chemical,,
201505210020,2015-05-21,"Ukraine","Avdiivka","Donetsk People's Republic",0,,,,,1,2,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505190036,2015-05-19,"Ukraine","Vodyane","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505190035,2015-05-19,"Ukraine","Shyrokyne","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505190034,2015-05-19,"Ukraine","Pisky","Unknown",0,,,,,0,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505160057,2015-05-16,"Ukraine","Zolote","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505130049,2015-05-13,"Ukraine","Odessa","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505050003,2015-05-05,"Ukraine","Troitske","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505030116,2015-05-03,"Macedonia","Mala Recica","Unknown",0,,,,,0,1,Private Citizens & Property,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201505030003,2015-05-03,"United States","Garland","Jihadi-inspired extremists",0,,,,,2,1,Private Citizens & Property,,,North America,Armed Assault,,,Firearms,,,
201505020010,2015-05-02,"Ukraine","Marinka","Unknown",0,,,,,1,0,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504290062,2015-04-29,"Ukraine","Olenivka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504290050,2015-04-29,"Ukraine","Shchastya","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504280076,2015-04-28,"Ukraine","Chermalyk","Donetsk People's Republic",0,,,,,0,0,Military,Private Citizens & Property,,Eastern Europe,Armed Assault,,,Firearms,,,
201504280075,2015-04-28,"Ukraine","Chermalyk","Donetsk People's Republic",0,,,,,0,0,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504280074,2015-04-28,"Ukraine","Chermalyk","Donetsk People's Republic",0,,,,,0,0,Military,Private Citizens & Property,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201504280073,2015-04-28,"Ukraine","Chermalyk","Donetsk People's Republic",0,,,,,1,0,Military,Private Citizens & Property,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201504280069,2015-04-28,"Ukraine","Illichivsk","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504270094,2015-04-27,"Ukraine","Troitske","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201504270082,2015-04-27,"Ukraine","Avdiivka","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504230046,2015-04-23,"Ukraine","Olenivka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504210065,2015-04-21,"Ukraine","Avdiivka","Donetsk People's Republic",0,,,,,0,1,Military,Private Citizens & Property,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201504130037,2015-04-13,"Ukraine","Dzerzhynsk","Donetsk People's Republic",1,,,,,2,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504100047,2015-04-10,"Macedonia","Skopje","Kosovo Liberation Army (KLA)",0,,,,,0,0,Government (General),,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504100026,2015-04-10,"Ukraine","Olenivka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504070011,2015-04-07,"Ukraine","Kharkiv","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504070010,2015-04-07,"Ukraine","Kharkiv","Donetsk People's Republic",1,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504020033,2015-04-02,"Ukraine","Kiev","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201504020032,2015-04-02,"Ukraine","Kiev","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503310049,2015-03-31,"Ukraine","Dnipropetrovsk","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503310021,2015-03-31,"Ukraine","Kharkiv","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503300056,2015-03-30,"Ukraine","Kharkiv","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503250054,2015-03-25,"Ukraine","Shyrokyne","Donetsk People's Republic",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201503250038,2015-03-25,"Ukraine","Artemivsk","Unknown",0,,,,,3,6,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503240070,2015-03-24,"Ukraine","Troitske","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503240069,2015-03-24,"Ukraine","Krymske","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201503240068,2015-03-24,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201503220017,2015-03-22,"Ukraine","Orikhove","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503220013,2015-03-22,"Ukraine","Dzerzhynsk","Donetsk People's Republic",0,,,,,0,1,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503210057,2015-03-20,"Ukraine","Svitlodarsk","Unknown",0,,,,,2,1,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503200058,2015-03-20,"Ukraine","Horlivka district","Unknown",0,,,,,2,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503200036,2015-03-20,"United States","New Orleans","Unknown",0,,,,,1,2,Airports and Aircraft,,,North America,Armed Assault,,,Incendiary,Melee,Chemical,
201503190058,2015-03-19,"Ukraine","Trekhizbenka","Luhansk People's Republic",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,Armed Assault,,Explosives/Bombs/Dynamite,Firearms,,
201503180058,2015-03-18,"Ukraine","Trekhizbenka","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503170058,2015-03-17,"Ukraine","Donetskyi","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503120046,2015-03-12,"Ukraine","Odessa","Pro-Russia Militia",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503090068,2015-03-09,"Ukraine","Donetskyi","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503050036,2015-03-05,"Ukraine","Krymske","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Firearms,,,
201503050035,2015-03-05,"Ukraine","Shchastya","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503020053,2015-03-02,"Ukraine","Avdiivka","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201503020039,2015-03-02,"Ukraine","Troitske","Donetsk People's Republic",0,,,,,0,0,Educational Institution,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502270055,2015-02-27,"Ukraine","Avdiivka","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502250069,2015-02-25,"Ukraine","Donetsk","Unknown",0,,,,,1,2,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502220084,2015-02-22,"Ukraine","Kharkiv","Kharkiv Partisans",1,,,,,4,9,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502200096,2015-02-20,"Ukraine","Popasna","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502170104,2015-02-17,"Ukraine","Odessa","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502160113,2015-02-16,"Ukraine","Popasna","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502160105,2015-02-16,"Ukraine","Debaltseve","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502160102,2015-02-16,"Ukraine","Hirske","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502150095,2015-02-15,"Ukraine","Popasna","Cossack Separatists",0,,,,,2,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502140064,2015-02-14,"Ukraine","Svitlodarsk","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502130055,2015-02-13,"Ukraine","Debaltseve","Donetsk People's Republic",0,,,,,25,Unknown,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502130054,2015-02-13,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,4,5,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502130051,2015-02-13,"Ukraine","Artemivsk","Donetsk People's Republic",0,,,,,1,5,Educational Institution,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502120112,2015-02-12,"Ukraine","Donetskyi","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502110075,2015-02-11,"Ukraine","Debaltseve","Donetsk People's Republic",0,,,,,3,7,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502110074,2015-02-11,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,3,4,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502110073,2015-02-11,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,3,4,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502110071,2015-02-11,"Ukraine","Chernukhino","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502110070,2015-02-11,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502110069,2015-02-11,"Ukraine","Novotoshkivske","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502110068,2015-02-11,"Ukraine","Toshkivka","Luhansk People's Republic",0,,,,,0,1,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502110067,2015-02-11,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100073,2015-02-10,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,1,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100059,2015-02-10,"Ukraine","Popasna","Luhansk People's Republic",0,,,,,1,3,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100053,2015-02-10,"Ukraine","Kominternove","Donetsk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100051,2015-02-10,"Ukraine","Odessa","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100050,2015-02-10,"Ukraine","Kramatorsk","Donetsk People's Republic",0,,,,,3,12,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100049,2015-02-10,"Ukraine","Kramatorsk","Donetsk People's Republic",0,,,,,3,13,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100048,2015-02-10,"Ukraine","Kramatorsk","Donetsk People's Republic",0,,,,,3,13,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100047,2015-02-10,"Ukraine","Kramatorsk","Donetsk People's Republic",0,,,,,3,13,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502100043,2015-02-10,"Ukraine","Kramatorsk","Donetsk People's Republic",0,,,,,4,13,Military,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502090072,2015-02-10,"Ukraine","Kamyshne","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502090071,2015-02-09,"Ukraine","Debaltseve","Donetsk People's Republic",0,,,,,0,5,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502080064,2015-02-08,"Ukraine","Avdiivka","Donetsk People's Republic",0,,,,,3,Unknown,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502080063,2015-02-08,"Ukraine","Debaltseve","Donetsk People's Republic",0,,,,,4,Unknown,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502080062,2015-02-09,"Ukraine","Kharkiv","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502060072,2015-02-06,"Ukraine","Odessa","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502060071,2015-02-06,"Ukraine","Odessa","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502060070,2015-02-06,"Ukraine","Odessa","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502040042,2015-02-04,"Ukraine","Donetsk","Donetsk People's Republic",1,,,,,Unknown,Unknown,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502040041,2015-02-04,"Ukraine","Donetsk","Donetsk People's Republic",1,,,,,3,5,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201502010121,2015-02-01,"Ukraine","Krymske","Luhansk People's Republic",0,,,,,2,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501300097,2015-01-30,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,5,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501300096,2015-01-30,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,2,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501300095,2015-01-30,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,5,3,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501280062,2015-01-28,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,8,13,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501270066,2015-01-27,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,0,4,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501270065,2015-01-27,"Ukraine","Svitlodarsk","Donetsk People's Republic",0,,,,,1,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501260085,2015-01-26,"Ukraine","Artema","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501260084,2015-01-26,"Ukraine","Stanytsia Luhanska","Unknown",0,,,,,2,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501240081,2015-01-24,"Ukraine","Mariupol","Donetsk People's Republic",1,,,,,30,95,Private Citizens & Property,Private Citizens & Property,Military,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501230074,2015-01-23,"Ukraine","Valuyske","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501220077,2015-01-21,"Ukraine","Novotoshkivske","Unknown",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501220057,2015-01-22,"Ukraine","Donetsk","Donetsk People's Republic",1,,,,,13,20,Transportation,Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501210080,2015-01-21,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501200106,2015-01-20,"Ukraine","Krymske","Unknown",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501200105,2015-01-21,"Ukraine","Artema","Unknown",0,,,,,0,0,Educational Institution,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501200104,2015-01-20,"Ukraine","Shchastya","Unknown",0,,,,,0,Unknown,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501200101,2015-01-20,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,0,2,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501200093,2015-01-20,"Ukraine","Kuznetsovka","Unknown",0,,,,,0,0,Transportation,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501190058,2015-01-19,"Ukraine","Kharkiv","Pro-Russia Militia",0,,,,,0,13,Government (General),Private Citizens & Property,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501190037,2015-01-19,"Ukraine","Debaltseve","Unknown",0,,,,,2,10,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501170046,2015-01-17,"Ukraine","Popasna","Luhansk People's Republic",0,,,,,1,4,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501160035,2015-01-16,"Ukraine","Odessa","Unknown",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501150066,2015-01-15,"Ukraine","Yenakiieve","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501150063,2015-01-15,"Ukraine","Popasna","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501150058,2015-01-15,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201501150057,2015-01-15,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201501150056,2015-01-15,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201501150055,2015-01-15,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201501150054,2015-01-15,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201501150053,2015-01-15,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201501150052,2015-01-15,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201501150049,2015-01-15,"Ukraine","Zolote","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501150048,2015-01-15,"Ukraine","Chernukhino","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501150045,2015-01-15,"Ukraine","Krymske","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501150044,2015-01-15,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Explosives/Bombs/Dynamite,Firearms,,
201501140046,2015-01-14,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501140038,2015-01-14,"Ukraine","Donetsk","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Armed Assault,,,Incendiary,,,
201501130041,2015-01-14,"Ukraine","Olenivka","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501130040,2015-01-14,"Ukraine","Olenivka","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501130039,2015-01-14,"Ukraine","Olenivka","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501130038,2015-01-14,"Ukraine","Pisky","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501130037,2015-01-14,"Ukraine","Marinka","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501130036,2015-01-14,"Ukraine","Tonenke","Donetsk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501130026,2015-01-13,"Ukraine","Volnovakha","Donetsk People's Republic",0,,,,,12,11,Military,Transportation,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120056,2015-01-12,"Ukraine","Vilkhove","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120055,2015-01-12,"Ukraine","Valuyske","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120054,2015-01-12,"Ukraine","Chernukhino","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120053,2015-01-12,"Ukraine","Hirkse","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120052,2015-01-12,"Ukraine","Zolote","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120051,2015-01-12,"Ukraine","Stanytsia Luhanska","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120050,2015-01-12,"Ukraine","Trekhizbenka","Luhansk People's Republic",0,,,,,0,0,Private Citizens & Property,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
201501120049,2015-01-12,"Ukraine","Shchastya","Luhansk People's Republic",0,,,,,0,0,Business,,,Eastern Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
